Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily_Return_%,Price_Range
2025-10-29,267.39,274.97,267.31,274.2,43580300,0.0,0.0,GOOGL,2.55,7.66
2025-10-30,291.19,291.19,279.68,281.1,74876000,0.0,0.0,GOOGL,-3.47,11.51
2025-10-31,282.83,285.61,276.65,280.81,39267900,0.0,0.0,GOOGL,-0.71,8.96
2025-11-03,281.8,285.14,279.42,283.34,29786000,0.0,0.0,GOOGL,0.55,5.72
2025-11-04,276.37,280.89,275.89,277.16,30078400,0.0,0.0,GOOGL,0.29,5.0
2025-11-05,278.49,286.03,276.96,283.92,31010300,0.0,0.0,GOOGL,1.95,9.07
2025-11-06,284.94,287.96,280.76,284.36,37173600,0.0,0.0,GOOGL,-0.2,7.2
2025-11-07,282.83,283.4,274.82,278.45,34479600,0.0,0.0,GOOGL,-1.55,8.58
2025-11-10,284.03,290.41,282.48,289.71,29557300,0.0,0.0,GOOGL,2.0,7.93
2025-11-11,287.36,291.52,286.93,290.91,19842100,0.0,0.0,GOOGL,1.24,4.59
2025-11-12,291.28,291.61,283.31,286.32,24829900,0.0,0.0,GOOGL,-1.7,8.3
2025-11-13,281.96,282.46,276.86,278.19,29494000,0.0,0.0,GOOGL,-1.34,5.6
2025-11-14,271.04,278.18,270.33,276.04,31647200,0.0,0.0,GOOGL,1.84,7.85
2025-11-17,285.39,293.55,283.19,284.63,52670200,0.0,0.0,GOOGL,-0.27,10.36
2025-11-18,287.53,288.41,277.82,283.89,49158700,0.0,0.0,GOOGL,-1.27,10.59
2025-11-19,286.77,303.4,286.24,292.41,68198900,0.0,0.0,GOOGL,1.97,17.16
2025-11-20,304.13,306.0,288.28,289.06,62025200,0.0,0.0,GOOGL,-4.96,17.72
2025-11-21,296.02,303.51,293.45,299.25,74137700,0.0,0.0,GOOGL,1.09,10.06
2025-11-24,310.71,319.05,309.18,318.15,85165100,0.0,0.0,GOOGL,2.39,9.87
2025-11-25,325.77,328.38,317.22,323.0,88632100,0.0,0.0,GOOGL,-0.85,11.16
2025-11-26,320.24,324.06,316.36,319.52,51373400,0.0,0.0,GOOGL,-0.22,7.7
2025-11-28,322.93,326.41,316.36,319.75,26018600,0.0,0.0,GOOGL,-0.98,10.05
2025-12-01,317.27,319.42,313.46,314.46,41183000,0.0,0.0,GOOGL,-0.89,5.96
2025-12-02,316.31,317.95,313.48,315.38,35854700,0.0,0.0,GOOGL,-0.29,4.47
2025-12-03,315.46,321.14,313.67,319.2,41838300,0.0,0.0,GOOGL,1.19,7.47
2025-12-04,321.79,321.92,314.27,317.19,31240900,0.0,0.0,GOOGL,-1.43,7.65
2025-12-05,319.06,322.72,318.74,320.83,28851700,0.0,0.0,GOOGL,0.55,3.98
2025-12-08,319.82,320.21,311.0,313.5,33909400,0.21,0.0,GOOGL,-1.98,9.21
2025-12-09,312.15,317.77,311.68,316.86,30194000,0.0,0.0,GOOGL,1.51,6.09
2025-12-10,315.61,321.08,314.46,319.98,33428900,0.0,0.0,GOOGL,1.38,6.62
2025-12-11,319.85,320.89,308.38,312.21,42353700,0.0,0.0,GOOGL,-2.39,12.51
2025-12-12,313.48,314.65,305.35,309.07,35940200,0.0,0.0,GOOGL,-1.41,9.3
2025-12-15,311.1,311.2,304.67,308.0,29151900,0.0,0.0,GOOGL,-1.0,6.53
2025-12-16,304.74,310.55,302.38,306.35,30585000,0.0,0.0,GOOGL,0.53,8.17
2025-12-17,307.79,307.87,295.91,296.51,43930400,0.0,0.0,GOOGL,-3.66,11.96
2025-12-18,301.51,303.75,299.02,302.25,33518000,0.0,0.0,GOOGL,0.25,4.73
2025-12-19,301.52,307.03,300.76,306.94,59943200,0.0,0.0,GOOGL,1.8,6.27
2025-12-22,309.66,309.91,305.09,309.56,26429900,0.0,0.0,GOOGL,-0.03,4.82
2025-12-23,309.41,314.72,309.1,314.13,25478700,0.0,0.0,GOOGL,1.53,5.62
2025-12-24,314.55,314.86,311.7,313.87,10097400,0.0,0.0,GOOGL,-0.22,3.16
2025-12-26,314.26,314.87,312.06,313.29,10899000,0.0,0.0,GOOGL,-0.31,2.81
2025-12-29,311.15,313.8,310.4,313.34,19621800,0.0,0.0,GOOGL,0.7,3.4
2025-12-30,312.28,316.73,312.24,313.63,17380900,0.0,0.0,GOOGL,0.43,4.49
2025-12-31,312.63,314.36,311.22,312.78,16377700,0.0,0.0,GOOGL,0.05,3.14
2026-01-02,316.68,322.27,310.11,314.93,32009400,0.0,0.0,GOOGL,-0.55,12.16
2026-01-05,317.44,318.8,314.41,316.32,30195600,0.0,0.0,GOOGL,-0.35,4.39
2026-01-06,316.18,320.71,311.56,314.12,31212100,0.0,0.0,GOOGL,-0.65,9.15
2026-01-07,314.14,325.92,313.97,321.75,35104400,0.0,0.0,GOOGL,2.42,11.95
2026-01-08,328.74,330.09,321.27,325.21,31896100,0.0,0.0,GOOGL,-1.07,8.82
2026-01-09,326.86,330.6,325.57,328.34,26214200,0.0,0.0,GOOGL,0.45,5.03
2026-01-12,325.57,333.81,324.77,331.63,33923900,0.0,0.0,GOOGL,1.86,9.04
2026-01-13,334.71,340.25,333.39,335.73,33517600,0.0,0.0,GOOGL,0.3,6.86
2026-01-14,334.82,336.28,330.25,335.6,28525600,0.0,0.0,GOOGL,0.23,6.03
2026-01-15,337.41,337.45,330.51,332.55,28442400,0.0,0.0,GOOGL,-1.44,6.94
2026-01-16,334.17,334.41,327.47,329.77,40341600,0.0,0.0,GOOGL,-1.32,6.94
2026-01-20,320.64,327.5,320.2,321.77,35361000,0.0,0.0,GOOGL,0.35,7.3
2026-01-21,320.69,332.25,319.13,328.15,35386600,0.0,0.0,GOOGL,2.33,13.12
2026-01-22,334.21,334.91,328.52,330.31,26253600,0.0,0.0,GOOGL,-1.17,6.39
2026-01-23,332.26,333.46,327.22,327.7,27280000,0.0,0.0,GOOGL,-1.37,6.24
2026-01-26,327.58,335.6,326.77,333.03,26042100,0.0,0.0,GOOGL,1.66,8.83
2026-01-27,335.13,337.67,333.25,334.31,21636200,0.0,0.0,GOOGL,-0.24,4.42
2026-01-28,335.82,337.3,331.71,335.77,27434400,0.0,0.0,GOOGL,-0.01,5.59
2026-01-29,340.06,342.05,326.31,338.01,39785600,0.0,0.0,GOOGL,-0.6,15.74
2026-01-30,339.76,339.76,332.06,337.76,31024000,0.0,0.0,GOOGL,-0.59,7.7
2026-02-02,335.98,344.59,335.39,343.45,32006100,0.0,0.0,GOOGL,2.22,9.2
2026-02-03,347.1,348.75,337.23,339.47,36506700,0.0,0.0,GOOGL,-2.2,11.52
2026-02-04,342.72,343.07,328.29,332.81,70618400,0.0,0.0,GOOGL,-2.89,14.78
2026-02-05,312.0,332.46,306.24,331.02,88205800,0.0,0.0,GOOGL,6.1,26.22
2026-02-06,326.95,330.15,319.69,322.63,56380500,0.0,0.0,GOOGL,-1.32,10.46
2026-02-09,320.7,327.47,317.04,324.09,39640100,0.0,0.0,GOOGL,1.06,10.43
2026-02-10,320.74,321.44,314.39,318.36,39170000,0.0,0.0,GOOGL,-0.74,7.05
2026-02-11,318.75,320.83,309.44,310.74,45406400,0.0,0.0,GOOGL,-2.51,11.39
2026-02-12,311.87,316.02,306.98,308.78,47761300,0.0,0.0,GOOGL,-0.99,9.04
2026-02-13,307.51,308.41,303.5,305.5,38499700,0.0,0.0,GOOGL,-0.65,4.91
2026-02-17,299.83,304.23,296.04,301.81,39247600,0.0,0.0,GOOGL,0.66,8.19
2026-02-18,301.88,305.17,301.04,303.12,28482100,0.0,0.0,GOOGL,0.41,4.13
2026-02-19,301.61,305.26,299.83,302.64,25834400,0.0,0.0,GOOGL,0.34,5.43
2026-02-20,304.11,316.28,303.69,314.76,53210800,0.0,0.0,GOOGL,3.5,12.59
2026-02-23,318.83,319.3,309.65,311.27,31423000,0.0,0.0,GOOGL,-2.37,9.65
2026-02-24,310.3,312.05,305.71,310.68,25615600,0.0,0.0,GOOGL,0.12,6.34
2026-02-25,311.84,313.42,309.22,312.68,29963600,0.0,0.0,GOOGL,0.27,4.2
2026-02-26,312.42,312.92,302.14,307.16,36431200,0.0,0.0,GOOGL,-1.68,10.78
2026-02-27,303.93,312.15,303.59,311.54,44640600,0.0,0.0,GOOGL,2.5,8.56
2026-03-02,303.02,308.27,301.09,306.3,34790200,0.0,0.0,GOOGL,1.08,7.18
2026-03-03,298.38,303.73,296.5,303.37,35497000,0.0,0.0,GOOGL,1.67,7.23
2026-03-04,302.68,305.26,300.54,302.92,29536200,0.0,0.0,GOOGL,0.08,4.72
2026-03-05,302.83,303.09,297.78,300.67,35752300,0.0,0.0,GOOGL,-0.71,5.31
2026-03-06,295.88,300.32,294.97,298.31,25576900,0.0,0.0,GOOGL,0.82,5.35
2026-03-09,294.36,306.8,294.08,306.36,29312100,0.21,0.0,GOOGL,4.08,12.72
2026-03-10,306.17,309.51,305.57,307.04,23239700,0.0,0.0,GOOGL,0.28,3.94
2026-03-11,306.75,311.42,305.92,308.7,24125700,0.0,0.0,GOOGL,0.64,5.5
2026-03-12,306.82,308.94,301.03,303.55,24928300,0.0,0.0,GOOGL,-1.07,7.91
2026-03-13,307.01,307.69,300.44,302.28,23693100,0.0,0.0,GOOGL,-1.54,7.25
2026-03-16,304.35,306.49,303.02,305.56,23519700,0.0,0.0,GOOGL,0.4,3.47
2026-03-17,305.86,311.42,305.5,310.92,21955200,0.0,0.0,GOOGL,1.65,5.92
2026-03-18,309.27,312.47,306.93,307.69,20009800,0.0,0.0,GOOGL,-0.51,5.54
2026-03-19,304.01,308.06,302.35,307.13,25075800,0.0,0.0,GOOGL,1.03,5.71
2026-03-20,305.46,306.0,298.27,301.0,44364100,0.0,0.0,GOOGL,-1.46,7.73
2026-03-23,302.11,305.98,300.93,302.06,29326900,0.0,0.0,GOOGL,-0.02,5.05
2026-03-24,299.2,299.92,290.33,290.44,36864300,0.0,0.0,GOOGL,-2.93,9.59
2026-03-25,293.44,296.0,289.24,290.93,29460700,0.0,0.0,GOOGL,-0.86,6.76
2026-03-26,287.91,287.95,278.5,280.92,39080600,0.0,0.0,GOOGL,-2.43,9.45
2026-03-27,277.28,279.37,273.95,274.34,35890600,0.0,0.0,GOOGL,-1.06,5.42
2026-03-30,276.42,277.09,272.11,273.5,35141200,0.0,0.0,GOOGL,-1.06,4.98
2026-03-31,278.04,288.08,277.09,287.56,43875400,0.0,0.0,GOOGL,3.42,10.99
2026-04-01,290.84,300.52,290.41,297.39,37684500,0.0,0.0,GOOGL,2.25,10.11
2026-04-02,290.69,298.08,289.45,295.77,21666500,0.0,0.0,GOOGL,1.75,8.63
2026-04-06,295.87,300.62,295.18,299.99,16945500,0.0,0.0,GOOGL,1.39,5.44
2026-04-07,302.73,305.63,297.72,305.46,23205400,0.0,0.0,GOOGL,0.9,7.91
2026-04-08,320.45,322.08,315.02,317.32,33547100,0.0,0.0,GOOGL,-0.98,7.06
2026-04-09,315.91,319.54,311.06,318.49,23739200,0.0,0.0,GOOGL,0.82,8.48
2026-04-10,320.02,321.83,316.32,317.24,19152600,0.0,0.0,GOOGL,-0.87,5.51
2026-04-13,317.14,321.63,315.47,321.31,18866400,0.0,0.0,GOOGL,1.31,6.16
2026-04-14,324.79,333.29,323.75,332.91,27721400,0.0,0.0,GOOGL,2.5,9.54
2026-04-15,332.89,337.48,330.9,337.12,24918800,0.0,0.0,GOOGL,1.27,6.58
2026-04-16,338.75,339.88,334.52,336.02,20541500,0.0,0.0,GOOGL,-0.81,5.36
2026-04-17,337.65,342.32,336.24,341.68,25581900,0.0,0.0,GOOGL,1.19,6.08
2026-04-20,340.76,341.4,336.61,337.42,18784200,0.0,0.0,GOOGL,-0.98,4.79
2026-04-21,337.69,339.34,331.35,332.29,23123800,0.0,0.0,GOOGL,-1.6,7.99
2026-04-22,337.02,339.82,335.17,339.32,20293000,0.0,0.0,GOOGL,0.68,4.65
2026-04-23,341.18,341.96,336.18,338.89,18650300,0.0,0.0,GOOGL,-0.67,5.78
2026-04-24,338.73,345.27,335.39,344.4,26426100,0.0,0.0,GOOGL,1.67,9.88
2026-04-27,345.98,353.18,342.73,350.34,28576900,0.0,0.0,GOOGL,1.26,10.45
2026-04-28,348.55,352.42,346.12,349.78,27824100,0.0,0.0,GOOGL,0.35,6.3
2026-04-29,347.57,355.79,344.21,351.07,21663995,0.0,0.0,GOOGL,1.01,11.58
2025-04-29,388.33,392.1,387.41,391.05,14974000,0.0,0.0,MSFT,0.7,4.69
2025-04-30,387.33,393.65,381.52,392.26,36461100,0.0,0.0,MSFT,1.27,12.13
2025-05-01,427.83,433.67,421.67,422.17,58938100,0.0,0.0,MSFT,-1.32,12.0
2025-05-02,428.46,436.1,426.72,431.97,30757400,0.0,0.0,MSFT,0.82,9.38
2025-05-05,429.58,436.16,428.83,432.86,20136100,0.0,0.0,MSFT,0.76,7.33
2025-05-06,428.92,434.4,427.89,430.02,15104200,0.0,0.0,MSFT,0.26,6.51
2025-05-07,430.54,434.79,427.83,430.06,23295300,0.0,0.0,MSFT,-0.11,6.96
2025-05-08,434.6,440.3,432.35,434.84,23491300,0.0,0.0,MSFT,0.06,7.95
2025-05-09,436.66,437.39,432.57,435.4,15324200,0.0,0.0,MSFT,-0.29,4.82
2025-05-12,442.55,445.96,436.44,445.85,22821900,0.0,0.0,MSFT,0.75,9.52
2025-05-13,444.38,447.25,441.98,445.73,23618800,0.0,0.0,MSFT,0.3,5.27
2025-05-14,444.74,450.45,444.74,449.5,19902800,0.0,0.0,MSFT,1.07,5.71
2025-05-15,448.17,453.56,447.83,450.51,21992300,0.83,0.0,MSFT,0.52,5.73
2025-05-16,449.44,451.74,446.14,451.65,23849800,0.0,0.0,MSFT,0.49,5.6
2025-05-19,448.28,456.94,448.2,456.22,21336500,0.0,0.0,MSFT,1.77,8.74
2025-05-20,452.96,455.69,451.7,455.52,15441800,0.0,0.0,MSFT,0.57,3.99
2025-05-21,451.94,455.14,449.2,449.96,19216900,0.0,0.0,MSFT,-0.44,5.94
2025-05-22,452.32,457.59,451.28,452.23,18025600,0.0,0.0,MSFT,-0.02,6.31
2025-05-23,447.38,451.07,446.32,447.58,16883500,0.0,0.0,MSFT,0.04,4.75
2025-05-27,453.84,458.29,453.49,458.03,20974300,0.0,0.0,MSFT,0.92,4.8
2025-05-28,458.56,459.85,454.29,454.72,17086300,0.0,0.0,MSFT,-0.84,5.56
2025-05-29,458.88,459.05,452.68,456.03,13974800,0.0,0.0,MSFT,-0.62,6.37
2025-05-30,457.06,459.01,452.91,457.7,34770500,0.0,0.0,MSFT,0.14,6.1
2025-06-02,454.5,459.44,454.25,459.3,16626500,0.0,0.0,MSFT,1.06,5.19
2025-06-03,458.8,461.46,458.2,460.3,15743800,0.0,0.0,MSFT,0.33,3.26
2025-06-04,461.32,463.0,460.35,461.19,14162700,0.0,0.0,MSFT,-0.03,2.65
2025-06-05,462.27,466.94,461.35,464.98,20131700,0.0,0.0,MSFT,0.59,5.59
2025-06-06,467.37,470.61,466.07,467.66,15285600,0.0,0.0,MSFT,0.06,4.54
2025-06-09,466.99,470.7,465.91,470.02,16469900,0.0,0.0,MSFT,0.65,4.79
2025-06-10,468.47,470.07,464.26,468.2,15375900,0.0,0.0,MSFT,-0.06,5.81
2025-06-11,467.31,472.72,466.95,469.89,16399200,0.0,0.0,MSFT,0.55,5.77
2025-06-12,472.28,477.65,470.79,476.1,18950600,0.0,0.0,MSFT,0.81,6.86
2025-06-13,473.66,476.41,470.03,472.22,16814500,0.0,0.0,MSFT,-0.3,6.38
2025-06-16,472.47,477.91,472.26,476.37,15626100,0.0,0.0,MSFT,0.83,5.65
2025-06-17,472.65,475.97,471.34,475.28,15414100,0.0,0.0,MSFT,0.56,4.63
2025-06-18,475.24,478.22,471.72,477.47,17526500,0.0,0.0,MSFT,0.47,6.5
2025-06-20,479.44,480.67,474.12,474.64,37576200,0.0,0.0,MSFT,-1.0,6.55
2025-06-23,475.45,484.93,469.78,483.19,24864000,0.0,0.0,MSFT,1.63,15.15
2025-06-24,486.13,489.01,483.99,487.28,22305600,0.0,0.0,MSFT,0.24,5.02
2025-06-25,489.2,491.7,486.56,489.43,17495100,0.0,0.0,MSFT,0.05,5.14
2025-06-26,490.13,495.16,489.96,494.58,21578900,0.0,0.0,MSFT,0.91,5.2
2025-06-27,494.68,496.42,490.18,493.08,34539200,0.0,0.0,MSFT,-0.32,6.24
2025-06-30,494.17,497.87,492.47,494.54,28369000,0.0,0.0,MSFT,0.07,5.4
2025-07-01,493.6,495.17,488.14,489.21,19945400,0.0,0.0,MSFT,-0.89,7.03
2025-07-02,487.16,490.65,485.88,488.25,16319600,0.0,0.0,MSFT,0.22,4.77
2025-07-03,490.96,497.24,490.59,495.96,13984800,0.0,0.0,MSFT,1.02,6.65
2025-07-07,494.51,495.87,492.37,494.85,13981600,0.0,0.0,MSFT,0.07,3.5
2025-07-08,494.37,495.32,491.26,493.75,11846600,0.0,0.0,MSFT,-0.13,4.06
2025-07-09,497.41,503.85,496.85,500.6,18659500,0.0,0.0,MSFT,0.64,7.0
2025-07-10,500.14,501.53,494.88,498.58,16492100,0.0,0.0,MSFT,-0.31,6.65
2025-07-11,495.59,502.11,494.92,500.41,16459500,0.0,0.0,MSFT,0.97,7.19
2025-07-14,498.62,501.06,498.14,500.11,12058800,0.0,0.0,MSFT,0.3,2.92
2025-07-15,500.11,505.36,499.89,502.9,14927200,0.0,0.0,MSFT,0.56,5.47
2025-07-16,502.26,503.79,498.99,502.7,15154400,0.0,0.0,MSFT,0.09,4.8
2025-07-17,502.76,510.4,502.7,508.74,17503100,0.0,0.0,MSFT,1.19,7.7
2025-07-18,511.51,511.67,504.5,507.1,21209700,0.0,0.0,MSFT,-0.86,7.17
2025-07-21,503.78,509.13,502.63,507.11,14066800,0.0,0.0,MSFT,0.66,6.5
2025-07-22,508.02,508.25,502.35,502.35,13868600,0.0,0.0,MSFT,-1.12,5.9
2025-07-23,503.82,503.86,497.81,502.95,16396600,0.0,0.0,MSFT,-0.17,6.05
2025-07-24,505.83,510.7,504.37,507.93,16107000,0.0,0.0,MSFT,0.42,6.33
2025-07-25,509.51,515.3,507.41,510.74,19125700,0.0,0.0,MSFT,0.24,7.89
2025-07-28,511.11,512.03,507.17,509.54,14308000,0.0,0.0,MSFT,-0.31,4.86
2025-07-29,512.55,514.63,508.61,509.61,16469200,0.0,0.0,MSFT,-0.57,6.02
2025-07-30,512.19,512.97,506.5,510.28,26380400,0.0,0.0,MSFT,-0.37,6.47
2025-07-31,552.02,552.24,528.83,530.42,51617300,0.0,0.0,MSFT,-3.91,23.41
2025-08-01,531.91,532.71,517.85,521.08,28977600,0.0,0.0,MSFT,-2.04,14.86
2025-08-04,525.22,535.14,525.08,532.55,25349000,0.0,0.0,MSFT,1.4,10.06
2025-08-05,534.08,534.2,524.19,524.7,19171600,0.0,0.0,MSFT,-1.76,10.01
2025-08-06,527.83,528.63,521.0,521.91,21355700,0.0,0.0,MSFT,-1.12,7.63
2025-08-07,523.76,525.04,514.56,517.83,16079100,0.0,0.0,MSFT,-1.13,10.48
2025-08-08,519.58,521.63,516.41,519.02,15531000,0.0,0.0,MSFT,-0.11,5.22
2025-08-11,519.28,524.54,516.72,518.76,20194400,0.0,0.0,MSFT,-0.1,7.82
2025-08-12,520.73,527.91,519.68,526.18,18667000,0.0,0.0,MSFT,1.05,8.23
2025-08-13,529.04,529.62,516.37,517.57,19619200,0.0,0.0,MSFT,-2.17,13.25
2025-08-14,519.54,522.91,517.14,519.46,20269100,0.0,0.0,MSFT,-0.02,5.77
2025-08-15,519.75,523.06,516.08,517.17,25213300,0.0,0.0,MSFT,-0.5,6.98
2025-08-18,518.58,519.8,511.05,514.11,23760600,0.0,0.0,MSFT,-0.86,8.75
2025-08-19,512.03,512.18,505.61,506.83,21481000,0.0,0.0,MSFT,-1.02,6.57
2025-08-20,506.93,508.05,501.53,502.8,27723000,0.0,0.0,MSFT,-0.81,6.52
2025-08-21,501.6,505.53,500.64,502.15,18443300,0.83,0.0,MSFT,0.11,4.89
2025-08-22,502.16,508.62,500.33,505.13,24324200,0.0,0.0,MSFT,0.59,8.29
2025-08-25,504.53,506.09,502.03,502.17,21638600,0.0,0.0,MSFT,-0.47,4.06
2025-08-26,502.27,502.89,496.45,499.96,30835700,0.0,0.0,MSFT,-0.46,6.44
2025-08-27,499.92,505.19,497.83,504.64,17277900,0.0,0.0,MSFT,0.94,7.36
2025-08-28,504.99,508.97,503.41,507.53,18015600,0.0,0.0,MSFT,0.5,5.56
2025-08-29,506.55,507.49,502.4,504.59,20961600,0.0,0.0,MSFT,-0.39,5.09
2025-09-02,498.4,503.9,494.75,503.03,18128000,0.0,0.0,MSFT,0.93,9.15
2025-09-03,501.7,505.69,500.24,503.26,16345100,0.0,0.0,MSFT,0.31,5.45
2025-09-04,502.21,506.05,501.07,505.87,15509500,0.0,0.0,MSFT,0.73,4.98
2025-09-05,506.96,509.85,490.33,492.95,31994800,0.0,0.0,MSFT,-2.76,19.52
2025-09-08,496.05,499.12,492.98,496.14,16771000,0.0,0.0,MSFT,0.02,6.14
2025-09-09,499.35,500.17,495.64,496.35,14410500,0.0,0.0,MSFT,-0.6,4.53
2025-09-10,500.9,501.15,494.66,498.3,21611800,0.0,0.0,MSFT,-0.52,6.49
2025-09-11,500.17,501.09,495.82,498.94,18881600,0.0,0.0,MSFT,-0.25,5.27
2025-09-12,504.55,510.43,501.76,507.79,23624900,0.0,0.0,MSFT,0.64,8.67
2025-09-15,506.68,513.34,504.9,513.23,17143800,0.0,0.0,MSFT,1.29,8.44
2025-09-16,514.74,515.09,506.49,506.93,19711900,0.0,0.0,MSFT,-1.52,8.6
2025-09-17,508.51,509.17,503.83,507.91,15816600,0.0,0.0,MSFT,-0.12,5.34
2025-09-18,509.37,510.95,505.56,506.34,18913700,0.0,0.0,MSFT,-0.59,5.39
2025-09-19,508.45,517.15,508.2,515.79,52474100,0.0,0.0,MSFT,1.44,8.95
2025-09-22,513.45,515.6,510.42,512.32,20009300,0.0,0.0,MSFT,-0.22,5.18
2025-09-23,511.67,512.46,505.21,507.12,19799600,0.0,0.0,MSFT,-0.89,7.25
2025-09-24,508.27,510.36,504.82,508.04,13533700,0.0,0.0,MSFT,-0.05,5.54
2025-09-25,506.2,507.9,502.95,504.93,15786500,0.0,0.0,MSFT,-0.25,4.95
2025-09-26,507.95,511.81,504.52,509.34,16213100,0.0,0.0,MSFT,0.27,7.29
2025-09-29,509.38,514.71,506.77,512.47,17617800,0.0,0.0,MSFT,0.61,7.94
2025-09-30,511.11,516.01,507.55,515.81,19728200,0.0,0.0,MSFT,0.92,8.46
2025-10-01,512.67,518.35,509.57,517.56,22632300,0.0,0.0,MSFT,0.95,8.78
2025-10-02,515.5,519.44,508.57,513.6,21222900,0.0,0.0,MSFT,-0.37,10.87
2025-10-03,514.96,518.33,512.87,515.21,15112300,0.0,0.0,MSFT,0.05,5.46
2025-10-06,516.46,528.83,516.05,526.38,21388600,0.0,0.0,MSFT,1.92,12.78
2025-10-07,526.1,527.61,519.28,521.81,14615200,0.0,0.0,MSFT,-0.82,8.33
2025-10-08,521.11,524.77,520.92,522.68,13363400,0.0,0.0,MSFT,0.3,3.85
2025-10-09,520.18,522.16,515.26,520.24,18343600,0.0,0.0,MSFT,0.01,6.9
2025-10-10,517.49,521.41,507.52,508.84,24133800,0.0,0.0,MSFT,-1.67,13.89
2025-10-13,514.27,514.27,509.56,511.92,14284200,0.0,0.0,MSFT,-0.46,4.71
2025-10-14,508.12,513.15,503.9,511.44,14684300,0.0,0.0,MSFT,0.65,9.25
2025-10-15,512.83,515.05,507.89,511.3,14694700,0.0,0.0,MSFT,-0.3,7.16
2025-10-16,510.46,514.71,506.03,509.49,15559600,0.0,0.0,MSFT,-0.19,8.68
2025-10-17,506.93,513.35,505.21,511.45,19867800,0.0,0.0,MSFT,0.89,8.14
2025-10-20,512.48,516.55,511.3,514.65,14665600,0.0,0.0,MSFT,0.42,5.25
2025-10-21,515.36,516.54,510.92,515.52,15586200,0.0,0.0,MSFT,0.03,5.62
2025-10-22,518.99,523.05,515.57,518.38,18962700,0.0,0.0,MSFT,-0.12,7.48
2025-10-23,520.3,521.78,516.46,518.4,14023500,0.0,0.0,MSFT,-0.37,5.32
2025-10-24,520.63,523.17,518.55,521.44,15532400,0.0,0.0,MSFT,0.16,4.62
2025-10-27,529.58,532.37,526.82,529.32,18734700,0.0,0.0,MSFT,-0.05,5.55
2025-10-28,547.72,551.43,538.53,539.83,29986700,0.0,0.0,MSFT,-1.44,12.9
2025-10-29,542.68,544.01,534.51,539.31,36023000,0.0,0.0,MSFT,-0.62,9.5
2025-10-30,528.28,532.75,519.96,523.58,41023100,0.0,0.0,MSFT,-0.89,12.79
2025-10-31,526.69,527.13,512.97,515.67,34006400,0.0,0.0,MSFT,-2.09,14.16
2025-11-03,517.66,522.79,512.46,514.89,22374700,0.0,0.0,MSFT,-0.54,10.33
2025-11-04,509.64,513.42,505.74,512.2,20958700,0.0,0.0,MSFT,0.5,7.68
2025-11-05,511.17,512.7,504.48,505.06,23024300,0.0,0.0,MSFT,-1.2,8.22
2025-11-06,503.57,503.61,493.76,495.04,27406500,0.0,0.0,MSFT,-1.69,9.85
2025-11-07,494.89,497.31,491.21,494.76,24019800,0.0,0.0,MSFT,-0.03,6.1
2025-11-10,497.97,504.75,496.73,503.9,26101500,0.0,0.0,MSFT,1.19,8.02
2025-11-11,502.71,507.49,500.27,506.57,17980000,0.0,0.0,MSFT,0.77,7.22
2025-11-12,507.25,509.55,497.05,509.02,26574900,0.0,0.0,MSFT,0.35,12.5
2025-11-13,508.2,511.37,499.21,501.21,25273100,0.0,0.0,MSFT,-1.38,12.16
2025-11-14,496.17,509.48,495.38,508.07,28505700,0.0,0.0,MSFT,2.4,14.1
2025-11-17,506.34,510.0,502.82,505.39,19092800,0.0,0.0,MSFT,-0.19,7.18
2025-11-18,493.32,500.9,484.76,491.75,33815100,0.0,0.0,MSFT,-0.32,16.14
2025-11-19,488.07,493.14,480.83,485.1,23245300,0.0,0.0,MSFT,-0.61,12.31
2025-11-20,491.59,492.45,474.42,477.34,26802500,0.91,0.0,MSFT,-2.9,18.03
2025-11-21,477.41,477.83,467.2,471.04,31769200,0.0,0.0,MSFT,-1.33,10.63
2025-11-24,473.92,475.81,466.95,472.92,34421000,0.0,0.0,MSFT,-0.21,8.86
2025-11-25,472.99,478.06,463.83,475.9,28019800,0.0,0.0,MSFT,0.62,14.23
2025-11-26,485.2,487.2,480.1,484.39,25709100,0.0,0.0,MSFT,-0.17,7.1
2025-11-28,486.49,491.51,485.54,490.89,14386700,0.0,0.0,MSFT,0.9,5.97
2025-12-01,487.33,488.74,483.55,485.63,23964000,0.0,0.0,MSFT,-0.35,5.19
2025-12-02,485.61,492.38,485.21,488.88,19562700,0.0,0.0,MSFT,0.67,7.17
2025-12-03,475.24,483.14,474.12,476.64,34615100,0.0,0.0,MSFT,0.29,9.02
2025-12-04,478.67,480.22,475.4,479.74,22318200,0.0,0.0,MSFT,0.22,4.82
2025-12-05,481.42,482.3,477.79,482.06,22608700,0.0,0.0,MSFT,0.13,4.51
2025-12-08,483.79,491.18,483.28,489.9,21965900,0.0,0.0,MSFT,1.26,7.9
2025-12-09,487.99,491.0,487.39,490.9,14696100,0.0,0.0,MSFT,0.6,3.61
2025-12-10,482.93,483.15,474.0,477.47,35756200,0.0,0.0,MSFT,-1.13,9.15
2025-12-11,475.54,484.92,474.78,482.37,24669200,0.0,0.0,MSFT,1.44,10.14
2025-12-12,478.73,481.35,475.26,477.44,21248100,0.0,0.0,MSFT,-0.27,6.09
2025-12-15,479.01,479.63,471.44,473.74,23727700,0.0,0.0,MSFT,-1.1,8.19
